timestamp,strategy_id,pair,signal_direction,entry_price,sl_price,tp1_price,tp2_price,tp3_price,lot_size,confluence_score,session,spread_at_entry,atr_at_entry,adx_at_entry,rsi_at_entry,ema_50_value,ema_200_value,vwap_deviation,news_within_60min,macd_hist_at_entry,stoch_k_at_entry,distance_from_ema50_pips,candle_body_ratio,hour_of_day,day_of_week,entry_pattern,exit_price,exit_reason,exit_time,pnl_pips,pnl_dollars,hold_time_minutes,win,dow,rsi_bin,adx_bin,ema_dist_abs,dist_bin,br_bin,year
2021-02-23 08:00:00+00:00,9,GBP_AUD,LONG,1.78001,1.7746380495198715,1.7837800000000001,1.7877900000000002,1.7877900000000002,194684.65,4,LONDON,2.0,0.002111867321190595,35.64226058980222,54.79871284825573,1.7806492664046651,1.7856248371029402,-5.066666666666553,False,0.0005350390324646256,65.6408163213584,-8.792664046650689,0.21875000000004577,8,1,london_breakout_long,1.7877900000000002,TP3,2021-02-24 01:00:00+00:00,57.750003996207035,1124.3039315500168,1020,True,Tuesday,50-60,30-40,8.792664046650689,0-20,<0.3,2021
2021-02-25 07:00:00+00:00,9,GBP_AUD,SHORT,1.77079,1.7775886838201986,1.76677,1.7624499999999999,1.7624499999999999,155482.94,5,ASIAN,2.0,0.0028102254189308834,32.380687935380344,32.955503371550066,1.7800007705005272,1.784030861165476,-97.3751234083009,False,-0.000214093864199961,27.1834520907537,-89.10770500527131,0.690090090090097,7,3,london_breakout_short,1.7775886838201986,SL,2021-02-25 15:00:00+00:00,-67.98683820198548,-1057.0793484949015,480,False,Thursday,30-40,30-40,89.10770500527131,60-100,0.5-0.7,2021
2021-02-26 07:00:00+00:00,9,GBP_AUD,SHORT,1.77777,1.78513,1.77111,1.7641499999999999,1.7641499999999999,142188.66,5,ASIAN,2.0,0.0036786405089234203,47.275852392542866,48.493834346475296,1.7788113430264612,1.7826100621573167,13.257512801518878,False,0.00020638744362714233,28.267931446694515,-7.413430264611165,0.5159944367176446,7,4,london_breakout_short,1.78513,SL,2021-02-26 09:00:00+00:00,-73.60000000000034,-1046.5085376000047,120,False,Friday,40-50,40+,7.413430264611165,0-20,0.5-0.7,2021
2021-03-01 08:00:00+00:00,9,GBP_AUD,SHORT,1.8,1.80604,1.79512,1.79,1.79,171530.37,4,LONDON,2.0,0.0038189291964171534,25.189406157415508,53.54049308612539,1.7933188073271682,1.786678749019141,-3.9333333333302356,False,-0.0014171110026155002,24.934158271234462,69.21192672831866,0.20129870129865216,8,0,london_breakout_short,1.80604,SL,2021-03-01 11:00:00+00:00,-60.40000000000045,-1036.0434348000078,180,False,Monday,50-60,25-30,69.21192672831866,60-100,<0.3,2021
2021-03-09 08:00:00+00:00,9,GBP_AUD,SHORT,1.8034999999999999,1.81128,1.7975999999999999,1.7914599999999998,1.7914599999999998,131835.86,3,LONDON,2.0,0.00321783072455906,14.385991045986874,46.826649228917525,1.8029447942981662,1.7950580408196601,-12.066666666670223,False,-0.00043728016360747735,36.63189804204959,7.952057018336678,0.9149999999999984,8,1,london_breakout_short,1.80193,TIME,2021-03-11 00:00:00+00:00,15.699999999998491,206.9823001999801,2400,True,Tuesday,40-50,<20,7.952057018336678,0-20,0.7+,2021
2021-03-12 08:00:00+00:00,9,GBP_AUD,LONG,1.79972,1.79418,1.8046799999999998,1.8098799999999997,1.8098799999999997,185514.95,4,LONDON,2.0,0.002247067954190739,19.833463762091384,58.72696953478229,1.7983155628424807,1.797236795854762,5.1000000000001044,False,0.00048170170877069097,80.6655026035446,11.64437157519238,0.5454545454545542,8,4,london_breakout_long,1.79418,SL,2021-03-12 12:00:00+00:00,-55.39999999999878,-1027.7528229999775,240,False,Friday,50-60,<20,11.64437157519238,0-20,0.5-0.7,2021
2021-03-17 08:00:00+00:00,9,GBP_AUD,LONG,1.79941,1.79455,1.80273,1.80629,1.80629,209357.06,5,LONDON,2.0,0.001983406342870328,48.72348861036554,66.66773166034216,1.794616244530916,1.795688894970202,-5.933333333332236,False,0.0005930601560785298,82.32206729851,45.53755469083986,0.6839622641509859,8,2,london_breakout_long,1.79455,SL,2021-03-17 18:00:00+00:00,-48.599999999998644,-1017.4753115999716,600,False,Wednesday,60-70,40+,45.53755469083986,40-60,0.5-0.7,2021
2021-03-22 08:00:00+00:00,9,GBP_AUD,LONG,1.79527,1.78976,1.7996699999999999,1.8043099999999999,1.8043099999999999,182813.17,4,LONDON,2.0,0.0023772862322438398,30.601613876604546,59.75967774131867,1.792541741568069,1.7939362389887687,1.6666666666642627,False,0.0004478634116600548,85.74411793445405,24.88258431931012,0.4375000000000217,8,0,london_breakout_long,1.78976,SL,2021-03-22 12:00:00+00:00,-55.099999999999035,-1007.3005666999825,240,False,Monday,50-60,30-40,24.88258431931012,20-40,0.3-0.5,2021
2021-03-24 07:00:00+00:00,9,GBP_AUD,SHORT,1.80211,1.80727,1.79828,1.7941500000000001,1.7941500000000001,193261.15,4,ASIAN,2.0,0.0027506999220251807,32.694654224387875,55.05425999489405,1.7980881473611678,1.7950660768456936,29.072093351734107,False,-0.00015882579006825347,44.80042969682569,43.21852638832224,0.6090909090909182,7,2,london_breakout_short,1.80211,TP1+SL,2021-03-24 10:00:00+00:00,19.15,370.09510224999997,180,True,Wednesday,50-60,30-40,43.21852638832224,40-60,0.5-0.7,2021
2021-03-29 08:00:00+00:00,9,GBP_AUD,LONG,1.81037,1.8045450652211596,1.81397,1.8178100000000001,1.8178100000000001,171835.14,5,LONDON,2.0,0.0025308329178549667,25.227143609066665,60.84091414020741,1.8060659811809812,1.8007020677866987,8.766666666666367,False,0.00028414350935108046,62.65958169224513,40.64018819018855,0.6979655712050049,8,0,london_breakout_long,1.8045450652211596,SL,2021-03-29 15:00:00+00:00,-58.249347788403846,-1000.9284832129067,420,False,Monday,60-70,25-30,40.64018819018855,40-60,0.5-0.7,2021
2021-03-31 08:00:00+00:00,9,GBP_AUD,LONG,1.8087900000000001,1.8038,1.81264,1.81673,1.81673,198581.0,5,LONDON,2.0,0.002183548196611104,21.11675877490665,60.74718150834859,1.8054346042785085,1.802310614395839,9.500000000002284,False,4.2274641874166254e-05,72.63826100478853,31.15395721491554,0.8160237388723894,8,2,london_breakout_long,1.81673,TP3,2021-04-01 00:00:00+00:00,58.95000399836716,1170.6350743999749,960,True,Wednesday,60-70,20-25,31.15395721491554,20-40,0.7+,2021
2021-04-07 08:00:00+00:00,9,GBP_AUD,LONG,1.81128,1.8049871594362532,1.8167,1.82236,1.82236,159327.98,4,LONDON,2.0,0.0025553407808202094,37.64748390992412,57.45021931610112,1.8105947899651818,1.8103225299572283,9.666666666665602,False,0.000891971323137921,70.94286557731546,4.452100348182331,0.7790697674418574,8,2,london_breakout_long,1.8049871594362532,SL,2021-04-07 13:00:00+00:00,-62.92840563746793,-1002.6255754838379,300,False,Wednesday,50-60,30-40,4.452100348182331,0-20,0.7+,2021
2021-04-08 08:00:00+00:00,9,GBP_AUD,SHORT,1.79884,1.8048366723860572,1.79346,1.78784,1.78784,165525.02,5,LONDON,2.0,0.002418192600535498,38.30994762561863,32.741922132438546,1.8067494111354658,1.8091279894021266,-11.133333333332995,False,-0.00031136092255199845,20.927403108569425,-76.69411135465819,0.8494897959183498,8,3,london_breakout_short,1.79884,TP1+SL,2021-04-09 04:00:00+00:00,26.8999999999997,445.26230379999504,1200,True,Thursday,30-40,30-40,76.69411135465819,60-100,0.7+,2021
2021-04-12 07:00:00+00:00,9,GBP_AUD,LONG,1.80334,1.79822,1.80653,1.81002,1.81002,194736.7,3,ASIAN,2.0,0.0020565887800940152,18.814496835970093,64.5974505492901,1.800206767840265,1.8051866076130045,31.360722500559657,False,0.0003875598985609732,78.90277397711684,28.332321597350774,0.5921985815602957,7,0,london_breakout_long,1.80334,TP1+SL,2021-04-13 11:00:00+00:00,15.950000000000129,310.60503650000254,1680,True,Monday,60-70,<20,28.332321597350774,20-40,0.5-0.7,2021
2021-04-19 07:00:00+00:00,9,GBP_AUD,SHORT,1.78619,1.7919703388094985,1.78276,1.77903,1.77903,173027.57,5,ASIAN,2.0,0.002277697272099462,38.355101576800244,48.947296083240964,1.7858867521207853,1.7935211811297807,11.766413374427742,False,-0.0003888875601937938,30.64741728805505,6.03247879214619,0.941002949852514,7,0,london_breakout_short,1.7919703388094985,SL,2021-04-19 11:00:00+00:00,-57.80338809498575,-1000.1579779842315,240,False,Monday,40-50,30-40,6.03247879214619,0-20,0.7+,2021
2021-04-27 07:00:00+00:00,9,GBP_AUD,LONG,1.7842,1.78086,1.78653,1.7891599999999999,1.7891599999999999,296454.01,4,ASIAN,2.0,0.0020212708151835404,30.56509028127067,50.71757405364779,1.7861390930690124,1.7921676756979743,13.079057273566175,False,0.0005364172587401695,57.811959903213996,-22.390930690123767,0.4653846153845615,7,1,london_breakout_long,1.7891599999999999,TP3,2021-04-27 14:00:00+00:00,36.45000167310841,1080.57491604997,420,True,Tuesday,50-60,30-40,22.390930690123767,20-40,0.3-0.5,2021
2021-04-30 07:00:00+00:00,9,GBP_AUD,SHORT,1.79098,1.79519,1.78752,1.78376,1.78376,237758.23,4,ASIAN,2.0,0.0020871502232277643,27.575104985165854,43.06230574301136,1.791988841298032,1.7918487076679914,-23.670420082835264,False,-0.00045217358783298286,19.17392428095729,-7.088412980320591,0.4725274725275355,7,4,london_breakout_short,1.79098,TP1+SL,2021-04-30 14:00:00+00:00,17.300000000000093,411.32173790000223,420,True,Friday,40-50,25-30,7.088412980320591,0-20,0.3-0.5,2021
2021-05-03 07:00:00+00:00,9,GBP_AUD,LONG,1.7923499999999999,1.78851,1.79486,1.7976699999999999,1.7976699999999999,261738.38,4,ASIAN,2.0,0.0020731435156733226,22.725285285647626,53.64142543292201,1.7912482234585692,1.791635266976196,8.939486115484563,False,0.00013196877212570853,66.75783746850016,8.017765414307654,0.7032967032967006,7,0,london_breakout_long,1.7923499999999999,TP1+SL,2021-05-03 17:00:00+00:00,12.55000000000006,328.4816669000016,600,True,Monday,50-60,20-25,8.017765414307654,0-20,0.7+,2021
2021-05-04 07:00:00+00:00,9,GBP_AUD,LONG,1.79615,1.7913482305662662,1.8003,1.80475,1.80475,209997.63,5,ASIAN,2.0,0.0019649429325296845,21.880608787046853,63.54902099485404,1.7923015426060922,1.7919211741428567,23.76603243778197,False,0.00023594942943651185,81.26609464625953,35.48457393907744,0.5780487804878018,7,1,london_breakout_long,1.79615,TP1+SL,2021-05-04 12:00:00+00:00,20.750000000000487,435.7450822500103,300,True,Tuesday,60-70,20-25,35.48457393907744,20-40,0.5-0.7,2021
2021-05-10 07:00:00+00:00,9,GBP_AUD,LONG,1.79256,1.7864149779091283,1.79736,1.8024600000000002,1.8024600000000002,164802.93,4,ASIAN,2.0,0.002436722490895166,35.15082162125341,67.01870485606841,1.7883583457982661,1.7915532920888055,63.67697699540153,False,0.0008498785126000031,64.86996076469369,39.01654201733828,0.8817204301075262,7,0,london_breakout_long,1.8024600000000002,TP3,2021-05-10 18:00:00+00:00,73.50000600717665,1211.3016345000312,660,True,Monday,60-70,30-40,39.01654201733828,20-40,0.7+,2021
2021-05-18 08:00:00+00:00,9,GBP_AUD,LONG,1.82189,1.81679,1.8261500000000002,1.8306500000000003,1.8306500000000003,200947.19,5,LONDON,2.0,0.002230218064382058,22.994680495021168,61.19728589569213,1.8178331400983283,1.8093293254374778,8.699999999999264,False,-2.7674330073825253e-05,69.59496442254931,38.168599016716875,0.5622895622895563,8,1,london_breakout_long,1.81679,SL,2021-05-18 21:00:00+00:00,-51.000000000001044,-1024.830669000021,780,False,Tuesday,60-70,20-25,38.168599016716875,20-40,0.5-0.7,2021
2021-05-19 07:00:00+00:00,9,GBP_AUD,LONG,1.8261399999999999,1.8205596797689865,1.82906,1.83228,1.83228,181814.36,4,ASIAN,2.0,0.0023041189429478235,14.715634188618868,68.6226815167154,1.820031804546512,1.8117919949184371,43.14004090673728,False,0.0003423361256838105,75.95762862533546,58.08195453487874,0.6395833333332954,7,2,london_breakout_long,1.8261399999999999,TP1+SL,2021-05-19 09:00:00+00:00,14.600000000000168,265.448965600003,120,True,Wednesday,60-70,<20,58.08195453487874,40-60,0.5-0.7,2021
2021-05-19 09:00:00+00:00,9,GBP_AUD,LONG,1.82939,1.8231136524538711,1.83237,1.83559,1.83559,162074.65,5,LONDON,2.0,0.0024949290885621393,24.822571436412172,75.26830657478973,1.8207088207290179,1.8121294044891225,10.558369502065013,False,0.000780473754710452,86.4348961480092,84.41179270982201,0.18079096045197635,9,2,london_breakout_long,1.8231136524538711,SL,2021-05-20 03:00:00+00:00,-62.76347546128936,-1017.236831817206,1080,False,Wednesday,70+,20-25,84.41179270982201,60-100,<0.3,2021
2021-06-01 08:00:00+00:00,9,GBP_AUD,SHORT,1.83229,1.838525093803861,1.8265399999999998,1.8205499999999997,1.8205499999999997,161515.53,4,LONDON,2.0,0.0024060348414341017,26.03024644845931,42.52178011677045,1.8348841863012262,1.8288511365068028,2.7666666666648077,False,-0.0002344404063652897,37.29292710612598,-23.54186301226191,0.2509960159362173,8,1,london_breakout_short,1.8289,TP1+TIME,2021-06-03 00:00:00+00:00,45.70000000000074,738.125972100012,2400,True,Tuesday,40-50,25-30,23.54186301226191,20-40,<0.3,2021
2021-06-04 08:00:00+00:00,9,GBP_AUD,LONG,1.84374,1.838600493158745,1.84784,1.85218,1.85218,197381.92,5,LONDON,2.0,0.002061959683894725,29.782916050966072,67.84052114370633,1.8365429347582283,1.8311936136166427,5.633333333332491,False,-0.0003224914008108609,64.45370370370267,69.57065241771643,0.6342182890855078,8,4,london_breakout_long,1.838600493158745,SL,2021-06-04 12:00:00+00:00,-51.395068412549705,-1014.4457281800413,240,False,Friday,60-70,25-30,69.57065241771643,60-100,0.5-0.7,2021
