timestamp,strategy_id,pair,signal_direction,entry_price,sl_price,tp1_price,tp2_price,tp3_price,lot_size,confluence_score,session,spread_at_entry,atr_at_entry,adx_at_entry,rsi_at_entry,ema_50_value,ema_200_value,vwap_deviation,news_within_60min,macd_hist_at_entry,stoch_k_at_entry,distance_from_ema50_pips,candle_body_ratio,hour_of_day,day_of_week,entry_pattern,exit_price,exit_reason,exit_time,pnl_pips,pnl_dollars,hold_time_minutes,win
2021-01-06 03:30:00+00:00,21,EUR_USD,SHORT,1.22838,1.2292588238469293,1.2268825143223197,1.2268825143223197,1.2268825143223197,1137884.46,4,ASIAN,1.5,0.0008737428388401934,22.184557429637554,44.19217468347703,1.2289786286097484,1.2277243724171907,3.2422369321727373,False,-0.00011186121792149117,65.99358704696061,-3.4862860974826937,0.5813953488369812,3,2,ema_ribbon_bounce_short,1.2292588238469293,SL,2021-01-06 04:15:00+00:00,-8.788238469292775,-999.9999984982436,45,False
2021-01-06 05:00:00+00:00,21,EUR_USD,LONG,1.2300600000000002,1.227638929602566,1.2314996179387945,1.2314996179387945,1.2314996179387945,408910.04,5,ASIAN,1.5,0.0008448089693972462,24.62506748207268,56.46481453139333,1.2290407819834424,1.2278132930137848,14.330394653863099,False,8.987501979776673e-05,50.509461426495356,7.692180165577156,0.9041095890410917,5,2,ema_ribbon_bounce_long,1.2314996179387945,TP3,2021-01-06 06:45:00+00:00,14.396179740005504,588.674243333284,105,True
2021-01-07 16:45:00+00:00,21,EUR_USD,SHORT,1.22619,1.2303896195050645,1.2240558788454496,1.2240558788454496,1.2240558788454496,237137.37,5,OVERLAP,1.5,0.0011620605772751456,19.73532069551341,45.65733286482001,1.2280326567508804,1.2295274556238818,-7.020004739890506,False,0.00019611115275366747,71.6047324280221,-16.526567508803325,0.7317073170730518,16,3,ema_ribbon_bounce_short,1.22575,TIME,2021-01-08 00:45:00+00:00,4.3999999999999595,104.34044279999904,480,True
2021-01-08 17:15:00+00:00,21,EUR_USD,SHORT,1.22318,1.22734333145903,1.2202634102621026,1.2202634102621026,1.2202634102621026,239454.91,5,NY,1.5,0.0015832948689487095,23.54097354120531,43.63718281911286,1.2250341907722369,1.2269284478753464,-11.711449187792322,False,-0.0001105930332594909,40.87217428957825,-16.041907722368354,0.8587570621468494,17,4,ema_ribbon_bounce_short,1.2202634102621026,TP3,2021-01-08 18:30:00+00:00,29.16589859698532,698.3917623610246,75,True
2021-01-08 21:00:00+00:00,21,EUR_USD,SHORT,1.222,1.2258192925837113,1.219959584109688,1.219959584109688,1.219959584109688,262853.41,5,NY,1.5,0.001145207945156055,25.93786183709544,47.31766474037179,1.2234770974044604,1.2261814222584053,-18.566599928431238,False,0.00018448861947208898,86.027839119943,-12.270974044603644,0.6923076923074295,21,4,ema_ribbon_bounce_short,1.219959584109688,TP3,2021-01-10 23:00:00+00:00,20.404159679376285,536.3302949908563,3000,True
2021-01-13 18:45:00+00:00,21,EUR_USD,SHORT,1.21586,1.2188990150902022,1.2142114014144865,1.2142114014144865,1.2142114014144865,332106.73,5,NY,1.5,0.0009492992927567385,18.51990196875824,45.04459211215085,1.2174181435541178,1.2183494448916383,-10.066222127715907,False,0.00014640928342756328,51.52543080750443,-13.08143554117791,0.8352941176470281,18,2,ema_ribbon_bounce_short,1.2142114014144865,TP3,2021-01-14 02:30:00+00:00,16.485986351540976,547.5107018034904,465,True
2021-01-14 19:15:00+00:00,21,EUR_USD,LONG,1.21541,1.214180620087174,1.2172621112934396,1.2172621112934396,1.2172621112934396,825418.13,3,NY,1.5,0.0010510556467197892,61.493088939384016,53.56115137120758,1.2147157558085988,1.21619876274165,9.132458254812459,False,8.960808924815604e-05,13.79239135422774,4.442441914012107,0.36842105263168146,19,3,ema_ribbon_bounce_long,1.21538,TIME,2021-01-15 03:15:00+00:00,-0.30000000000196536,-24.762543900162225,480,False
2021-01-15 11:30:00+00:00,21,EUR_USD,SHORT,1.2128999999999999,1.2152830663615324,1.2116166312795629,1.2116166312795629,1.2116166312795629,425714.06,5,LONDON,1.5,0.0007366843602185204,15.655224014637929,43.54360846796809,1.2140641032963735,1.2153621541482296,-1.4331716963456032,False,3.084285102861856e-05,39.316239316240875,-9.741032963734853,0.7846153846156211,11,4,ema_ribbon_bounce_short,1.2116166312795629,TP3,2021-01-15 12:15:00+00:00,12.833687505832557,546.3481212879252,45,True
2021-01-18 21:30:00+00:00,21,EUR_USD,LONG,1.2079900000000001,1.2075785925092175,1.2084576144764476,1.2084576144764476,1.2084576144764476,2479216.72,3,NY,1.5,0.00035880723822377,24.18876812701158,55.40020697350174,1.2074330818733323,1.2096328638248237,7.999459185912272,False,-3.029181218899157e-05,36.158192090389534,3.0691812666772122,0.5500000000003331,21,0,ema_ribbon_bounce_long,1.2075785925092175,SL,2021-01-18 21:45:00+00:00,-4.114074907826115,-1019.9683298814964,15,False
2021-01-18 22:00:00+00:00,21,EUR_USD,LONG,1.2079300000000002,1.2075537798612992,1.2084196777883656,1.2084196777883656,1.2084196777883656,2683983.51,3,NY,1.5,0.0003698388941827287,24.81443882544519,53.3908361962783,1.20744490948784,1.2095923224753555,7.348742842399059,False,-4.7609094330059034e-05,26.16467537277815,2.350905121601965,0.7142857142860541,22,0,ema_ribbon_bounce_long,1.2075537798612992,SL,2021-01-18 23:00:00+00:00,-3.762201387009778,-1009.7686484033372,60,False
