timestamp,strategy_id,pair,signal_direction,entry_price,sl_price,tp1_price,tp2_price,tp3_price,lot_size,confluence_score,session,spread_at_entry,atr_at_entry,adx_at_entry,rsi_at_entry,ema_50_value,ema_200_value,vwap_deviation,news_within_60min,macd_hist_at_entry,stoch_k_at_entry,distance_from_ema50_pips,candle_body_ratio,hour_of_day,day_of_week,exit_price,exit_reason,exit_time,pnl_pips,pnl_dollars,hold_time_minutes,win
2021-01-18 11:45:00+00:00,1,GBP_AUD,LONG,1.76583,1.7646800491396981,1.767359852580905,1.7685397543015087,1.7703096068824138,869602.38,2,LONDON,2.0,0.0011799017206034724,11.85493524891692,55.354211990667686,1.7645877150218634,1.76264453292161,6.8951556520913115,False,6.793540282559095e-05,43.139647845528884,10.022849781365917,0.34408602150544565,11,0,1.7646800491396981,SL,2021-01-18 12:30:00+00:00,-11.49950860301896,-1000.0000050015763,45,False
2021-02-01 12:00:00+00:00,1,GBP_AUD,LONG,1.79626,1.7947035847366501,1.7980492457900497,1.7994020763167493,1.8014313221067988,636077.03,2,LONDON,2.0,0.0013528305266997328,26.339374220637215,47.834701476981294,1.795746403578916,1.7916525638970815,-12.361757912140448,False,-0.00023414822289221607,15.873562049402773,2.735964210840436,0.5061728395062135,12,0,1.7947035847366501,SL,2021-02-01 13:00:00+00:00,-15.564152633498194,-989.9999981582212,60,False
2021-03-17 14:30:00+00:00,1,GBP_AUD,LONG,1.79946,1.7980822142104482,1.8009833573686551,1.8021589289477584,1.8039222863164135,711358.77,2,OVERLAP,2.0,0.0011755715791033354,23.644576036494797,47.7732133961234,1.7984908997781826,1.7956377439201752,-6.910808143549829,False,-0.00030319658680802376,7.042112433386134,7.2910022181749135,0.3409090909090565,14,2,1.7980822142104482,SL,2021-03-17 14:45:00+00:00,-13.777857895518329,-980.1000045790709,15,False
2021-03-22 16:30:00+00:00,1,GBP_AUD,SHORT,1.78868,1.790224844049322,1.7867154678520343,1.7852457797533903,1.7830412476054245,628088.64,3,OVERLAP,2.0,0.0014696880986439002,27.175389722856462,50.069790978186944,1.7899831416062542,1.7916619845846038,-11.390872379035688,False,0.00037203426765094094,89.98721221338378,-10.631416062540922,0.4492753623188359,16,0,1.790224844049322,SL,2021-03-22 20:45:00+00:00,-15.448440493219804,-970.2989979507357,255,False
2021-04-16 09:15:00+00:00,1,GBP_AUD,SHORT,1.77731,1.7785561420209892,1.7758515739370324,1.7747192898950541,1.7730208638320866,770855.96,3,LONDON,2.0,0.0011322840419783664,33.872242751356815,53.155409078107105,1.7776638456963019,1.7827793451221137,7.787379822807861,False,0.00025537765487261034,89.29124896509649,-1.1384569630190633,0.38372093023255216,9,4,1.7785561420209892,SL,2021-04-16 09:45:00+00:00,-12.461420209892715,-960.596003886025,30,False
2021-05-07 11:00:00+00:00,1,GBP_AUD,SHORT,1.78878,1.7898694331732026,1.7874617004803925,1.7864228341339876,1.7848645346143799,872921.88,4,LONDON,2.0,0.0010388663464050171,21.7216861903139,45.43481830716312,1.789086098996656,1.7913413146594441,-13.163972345808794,False,-0.0003253091707838712,11.795186891958354,-0.6609899665588337,0.49999999999980177,11,4,1.78878,TP1+SL,2021-05-07 11:45:00+00:00,6.591497598037454,575.386247529434,45,True
2021-05-18 11:45:00+00:00,1,GBP_AUD,LONG,1.8211600000000001,1.819838844132304,1.822663467603088,1.82382577933848,1.8255692469415679,724171.87,2,LONDON,2.0,0.0011623117353919464,17.817735329017566,55.73386081952166,1.819824960417656,1.8181090441163263,1.3329935310468777,False,-4.004618488619632e-05,64.07407407407361,10.950395823441372,0.3896103896105544,11,1,1.819838844132304,SL,2021-05-18 12:15:00+00:00,-13.21155867696211,-956.7439152710376,30,False
2021-05-19 15:00:00+00:00,1,GBP_AUD,LONG,1.8268,1.8250470021423824,1.829028993572853,1.8306749892880885,1.8331439828609417,540318.1,3,OVERLAP,2.0,0.0016459957152354116,33.25087942824408,46.93326725634469,1.8259242906817923,1.8219255830727492,-11.83553596231679,False,-0.0004343658592538131,22.06788979490987,6.357093182076667,0.4736842105263363,15,2,1.8250470021423824,SL,2021-05-19 16:45:00+00:00,-17.52997857617622,-947.176471732024,105,False
2021-06-15 09:45:00+00:00,1,GBP_AUD,LONG,1.83101,1.8298911152131934,1.83235665436042,1.833414423934033,1.835001078294453,838070.84,2,LONDON,2.0,0.001057769573613241,30.96248767382072,47.64002592345275,1.8306744981892642,1.8296126335883978,-7.81382411099818,False,-0.000155612519529435,24.41565782655923,0.9550181073580966,0.4153846153845786,9,1,1.8298911152131934,SL,2021-06-15 10:30:00+00:00,-11.18884786806662,-937.7047131422802,45,False
2021-06-16 10:00:00+00:00,1,GBP_AUD,LONG,1.8318,1.8305847283979455,1.8330458148061637,1.8340363580102725,1.8355221728164361,763884.93,3,LONDON,2.0,0.0009905432041090114,26.947100997248036,49.95169026482222,1.831490826067498,1.8307134922101016,1.4810069151205418,False,-0.00012120032892483583,75.16821880078153,0.691739325020535,0.37333333333339647,10,2,1.8305847283979455,SL,2021-06-16 12:15:00+00:00,-12.152716020545906,-928.3276626664589,135,False
2021-06-18 10:30:00+00:00,1,GBP_AUD,LONG,1.84397,1.842363544174182,1.8460593674774541,1.8476122791290903,1.8499416466065444,572094.4,4,LONDON,2.0,0.0015529116516360818,21.171160252867256,55.78217924316695,1.8429310825874974,1.8394893408157404,16.83103776360495,False,0.00030161272221382925,78.70614265406881,7.989174125027088,0.3238095238095319,10,4,1.8460731103557826,TP1+TP2+SL,2021-06-18 12:30:00+00:00,25.579895486105727,1463.4114960186366,120,True
2021-07-14 14:30:00+00:00,1,GBP_AUD,LONG,1.85832,1.856704161780714,1.8602575146578573,1.8617091910964287,1.8638867057542858,577829.2,4,OVERLAP,2.0,0.0014516764385714813,28.910890738611656,54.92344550270014,1.8566713268448978,1.8551211449365461,0.32186131512013105,False,-0.00010224877750438614,91.27265028820976,14.086731551021803,0.48148148148126063,14,2,1.856704161780714,SL,2021-07-14 14:45:00+00:00,-16.158382192859033,-933.678505579398,15,False
2021-07-20 08:15:00+00:00,1,GBP_AUD,LONG,1.8654,1.8636379335573032,1.8676261993280905,1.869270332213484,1.8717365315415744,524578.24,4,LONDON,2.0,0.001644132885393638,26.011131398625132,53.710912949255146,1.8641062553738446,1.8626515331386762,3.881456985308507,False,-0.0001316030341384669,80.82009174847349,10.537446261553729,0.340277777777721,8,1,1.8636379335573032,SL,2021-07-20 09:00:00+00:00,-17.62066442696719,-924.3417132729057,45,False
2021-07-21 09:15:00+00:00,1,GBP_AUD,LONG,1.86277,1.8615411044249843,1.864386686725047,1.8656244778750781,1.8674811646001253,744650.98,2,LONDON,2.0,0.0012377911500312813,30.899602097038017,48.393538142280185,1.8619862846216206,1.861461103965165,-2.853843716394966,False,-0.0003501107033007327,29.70650461008205,5.4371537837938355,0.3684210526317173,9,2,1.86277,TP1+SL,2021-07-21 10:00:00+00:00,8.083433625234449,601.9336770795785,45,True
