timestamp,strategy_id,pair,signal_direction,entry_price,sl_price,tp1_price,tp2_price,tp3_price,lot_size,confluence_score,session,spread_at_entry,atr_at_entry,adx_at_entry,rsi_at_entry,ema_50_value,ema_200_value,vwap_deviation,news_within_60min,macd_hist_at_entry,stoch_k_at_entry,distance_from_ema50_pips,candle_body_ratio,hour_of_day,day_of_week,entry_pattern,exit_price,exit_reason,exit_time,pnl_pips,pnl_dollars,hold_time_minutes,win
2021-01-18 09:00:00+00:00,9,EUR_USD,SHORT,1.20603,1.20848,1.203265,1.20228,1.20228,408163.27,5,LONDON,1.5,0.0013064668269199564,44.085338670105855,32.18847303765183,1.2110165626415597,1.217776367945032,-6.675318533355679,False,9.281500493747859e-05,13.639506999054886,-47.96562641559587,0.45398773006132126,9,0,london_breakout_short,1.20848,SL,2021-01-19 00:00:00+00:00,-24.500000000000632,-1000.0000115000258,900,False
2021-01-19 08:00:00+00:00,9,EUR_USD,LONG,1.21113,1.208555145432724,1.2141049999999995,1.2151599999999996,1.2151599999999996,384487.73,4,LONDON,1.5,0.0009979459821310808,41.04234990290439,70.26041977957142,1.2095447725113726,1.2158316224917578,-1.1666666666676484,False,0.00037831929690984855,82.57875457875427,13.952274886273042,0.33121019108269445,8,1,london_breakout_long,1.2151599999999996,TP3,2021-01-20 06:00:00+00:00,35.025001048143075,1346.6683146248151,1320,True
2021-01-21 09:00:00+00:00,9,EUR_USD,LONG,1.2144300000000001,1.2111151794374984,1.2185449999999998,1.2199799999999998,1.2199799999999998,302721.27,4,LONDON,1.5,0.0012935047803577704,31.615519364803138,61.955680705103944,1.2119495048105842,1.2145143555171112,9.570477959803814,False,0.0002545811164523747,57.0429069097169,22.9049518941582,0.5645161290322639,9,3,london_breakout_long,1.21643,TP1+TIME,2021-01-25 01:00:00+00:00,30.57499999999713,925.5702830249132,5280,True
2021-02-01 09:00:00+00:00,9,EUR_USD,SHORT,1.2091899999999998,1.2126855097387146,1.206935,1.2061200000000003,1.2061200000000003,289720.95,5,LONDON,1.5,0.001375617902951145,31.037190550432637,33.027869533678256,1.2122798259840593,1.2133812037958378,-5.1088851487612885,False,-0.00045354901069202607,26.795563295517628,-28.998259840593565,0.24154589371977825,9,0,london_breakout_short,1.2061200000000003,TP3,2021-02-01 20:00:00+00:00,26.625001059636002,771.382060074875,660,True
2021-02-10 08:00:00+00:00,9,EUR_USD,LONG,1.2141300000000002,1.2117743067525752,1.217105,1.2181600000000001,1.2181600000000001,433178.73,5,LONDON,1.5,0.000954400349043467,42.29419558543903,76.07152847583488,1.2089360435650482,1.2067826048787629,3.9333333333346765,False,-2.09878558394569e-05,76.2652692550332,50.039564349517725,0.4095238095238508,8,2,london_breakout_long,1.2117743067525752,SL,2021-02-10 09:00:00+00:00,-23.55693247424906,-1020.4362091890965,60,False
2021-02-17 08:00:00+00:00,9,EUR_USD,SHORT,1.20752,1.20985,1.2054449999999999,1.2046899999999998,1.2046899999999998,433575.9,5,LONDON,1.5,0.0011270241122165387,49.5783882470594,33.0724142511027,1.21134166904422,1.210526336131543,2.266666666665973,False,-0.00017972077912834037,22.013228073057324,-36.31669044219965,0.17241379310342186,8,2,london_breakout_short,1.2046899999999998,TP3,2021-02-17 13:00:00+00:00,24.525000652712354,1063.3449230500346,300,True
2021-02-18 09:00:00+00:00,9,EUR_USD,LONG,1.2075600000000002,1.2046085865244716,1.2095449999999999,1.21027,1.21027,345890.3,4,LONDON,1.5,0.0011185250051963342,31.9490801354465,60.99614347758371,1.2072132448852761,1.2092568317340107,8.068670448453386,False,0.0005654660822212723,86.75511050914662,1.5675511472390546,0.35384615384623,9,3,london_breakout_long,1.21027,TP3,2021-02-19 07:00:00+00:00,23.475000783482646,811.9775063499047,1320,True
2021-02-19 08:00:00+00:00,9,EUR_USD,LONG,1.21347,1.210721051991103,1.21589,1.21676,1.21676,374319.58,5,LONDON,1.5,0.0011304664033045632,41.977463810139476,77.77377877880174,1.2083337555694265,1.2091734194187396,7.733333333330705,False,0.00029751923266436195,86.34732299848747,49.46244430573454,0.9206349206349248,8,4,london_breakout_long,1.210721051991103,SL,2021-02-22 07:00:00+00:00,-27.489480088971344,-1028.9850641322116,4260,False
2021-02-25 08:00:00+00:00,9,EUR_USD,LONG,1.2210400000000001,1.217789250856238,1.2248999999999999,1.2262499999999998,1.2262499999999998,313372.45,5,LONDON,1.5,0.0012889925391116035,33.4736813682415,73.15599654418564,1.2157975028524888,1.2128593403437415,7.099999999999884,False,0.00044567446279509897,96.2695329361992,50.524971475112146,0.9906103286385403,8,3,london_breakout_long,1.217789250856238,SL,2021-02-25 18:00:00+00:00,-32.507491437621105,-1018.6952235161349,600,False
2021-02-26 09:00:00+00:00,9,EUR_USD,SHORT,1.21234,1.2173900480604485,1.20575,1.20349,1.20349,199702.71,4,LONDON,1.5,0.0020058749938807953,46.17611880376957,35.710781882427355,1.2168713941513818,1.2140300753462367,-15.455037964293705,False,-0.0005405492738111708,27.58896252253687,-43.41394151381683,0.8612099644127703,9,4,london_breakout_short,1.20349,TP3,2021-03-01 09:00:00+00:00,77.20000443158682,1541.7050096999897,4320,True
